work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Data_Scientist,86128,GB,100,GB,M
2023,SE,FT,Data_Engineer,75577,IT,100,IT,M
2023,EX,FT,Data_Analyst,70000,US,0,US,M
2023,SE,FT,Data_Scientist,70000,US,0,US,M
2023,MI,FT,Data_Engineer,70000,US,100,US,M
2023,EN,FT,Data_Analyst,70000,US,0,US,M
2023,MI,FT,Data_Engineer,70000,US,100,US,M
2023,MI,FT,ETL_Engineer,86128,GB,100,GB,M
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,EN,FT,Data_Scientist,51861,CA,100,CA,L
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,MI,FT,Data_Scientist,86128,GB,0,GB,M
2023,EN,FT,Data_Analyst,70000,US,100,US,M
2023,MI,FT,Data_Engineer,86128,GB,100,GB,M
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,EN,FT,AI_Programmer,70000,IN,0,AU,L
2023,SE,FT,Data_Scientist,70000,US,0,US,M
2023,MI,FT,Data_Engineer,75577,SI,100,SI,M
2023,MI,FT,Data_Science_Manager,70000,US,0,US,M
2023,MI,FT,Data_Science_Consultant,70000,US,0,US,M
2023,MI,FT,Data_Specialist,70000,US,0,US,M
2023,SE,FT,Data_Analyst,70374,US,0,US,M
2023,MI,FT,Data_Engineer,86128,GB,0,GB,M
2023,MI,FT,BI_Data_Analyst,70000,EG,100,US,M
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,MI,FT,Data_Analyst,86128,GB,50,GB,L
2023,MI,FT,Machine_Learning_Specialist,70000,FR,100,FR,M
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,SE,FT,Data_Scientist,70000,US,0,US,M
2023,MI,FT,Data_Scientist,86128,GB,0,GB,M
2023,SE,FT,Data_Specialist,70000,US,0,US,M
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,MI,FT,Data_Quality_Analyst,70000,US,0,US,M
2023,MI,FT,Data_Quality_Analyst,70000,US,0,US,M
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,MI,FT,Data_Architect,86128,GB,0,GB,M
2023,MI,FT,Data_Engineer,70000,US,100,US,M
2023,MI,FT,Data_Engineer,70000,US,100,US,M
2023,SE,FT,Data_Analyst,70000,US,0,US,M
2023,MI,FT,Data_Specialist,70000,US,0,US,M
2023,MI,FT,Data_Manager,70000,US,0,US,M
2023,MI,FT,Data_Specialist,70000,US,0,US,M
2023,MI,FT,Data_Analyst,70600,US,0,US,M
2023,MI,FT,Data_Scientist,70800,US,0,US,M
2023,EN,FT,Machine_Learning_Engineer,70800,US,0,US,M
2023,SE,FT,Data_Analyst,73100,US,0,US,M
2023,SE,FT,Machine_Learning_Researcher,73100,US,0,US,M
2023,SE,FT,Data_Engineer,73100,US,0,US,M
2023,EN,FT,Data_Scientist,73100,US,100,US,M
2023,MI,FT,Data_Scientist,73100,US,0,US,M
2023,SE,FT,Data_Scientist,73100,US,0,US,M
2023,MI,FT,Data_Scientist,73100,US,0,US,M
2023,MI,FT,Data_Scientist,73100,US,0,US,M
2023,MI,FT,Data_Analyst,73100,US,0,US,M
2023,SE,FT,Data_Engineer,73100,US,0,US,M
2023,MI,FT,MLOps_Engineer,73100,US,0,US,M
2023,EN,FT,Research_Engineer,73000,US,0,US,M
2023,MI,FT,Data_Scientist,73000,US,0,US,M
2023,SE,FT,Data_Analyst,73000,US,0,US,M
2023,MI,FT,Data_Engineer,89819,GB,0,GB,M
2023,MI,FT,Data_Specialist,73000,US,100,US,M
2023,SE,FT,Data_Engineer,73000,CA,0,CA,M
2023,SE,FT,Data_Analyst,73100,US,0,US,M
2023,MI,FT,Data_Scientist,72700,US,0,US,M
2023,MI,FT,Data_Scientist,73100,US,0,US,M
2023,MI,FT,Data_Modeler,73100,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Manager,73500,US,0,US,M
2023,MI,FT,Data_Engineer,73400,US,0,US,M
2023,SE,FT,Machine_Learning_Engineer,79032,LT,0,LT,M
2023,MI,FT,Machine_Learning_Engineer,73100,US,0,US,M
2023,SE,FT,Data_Engineer,73100,US,0,US,M
2023,MI,FT,Data_Scientist,73100,US,0,US,M
2023,SE,FT,Data_Engineer,73100,US,0,US,M
2023,MI,FT,Data_Scientist,73100,US,0,US,M
2023,MI,FT,Data_Visualization_Specialist,73100,US,0,US,M
2023,MI,FT,AI_Engineer,73100,US,0,US,M
2023,MI,FT,Data_Engineer,73100,US,0,US,M
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,EN,FT,Data_Analyst,72500,US,0,US,M
2023,MI,FT,Data_Scientist,72409,US,0,US,M
2023,SE,FT,Machine_Learning_Engineer,77737,LV,0,LV,M
2023,MI,FT,Data_Analyst,72000,US,0,US,M
2023,SE,FT,Applied_Scientist,72000,US,0,US,L
2023,EX,FT,Data_Engineer,71908,US,100,US,M
2023,EN,FT,Data_Engineer,71908,US,100,US,M
2023,EN,FT,Data_Scientist,71907,US,100,US,M
2023,EN,FT,Data_Scientist,71907,US,100,US,M
2023,EN,FT,Data_Analyst,71615,US,0,US,M
2023,SE,FT,Data_Specialist,71500,US,0,US,M
2023,SE,FT,Data_Scientist,71400,US,0,US,M
2023,SE,FT,Data_Science,71200,US,0,US,M
2023,SE,FT,Data_Scientist,71000,US,0,US,M
2023,MI,FT,Research_Analyst,71000,US,100,US,M
2023,SE,FT,Research_Analyst,70960,US,0,US,M
2023,MI,FT,Data_Analyst,70900,US,0,US,M
2023,MI,FT,Data_Specialist,70800,US,0,US,M
2023,EN,FT,Data_Scientist,70800,US,0,US,M
2023,SE,FT,Data_Scientist,77737,LV,0,LV,M
2023,MI,FT,Data_Developer,72409,US,100,US,M
2023,MI,FT,Data_Engineer,72000,MX,100,MX,M
2023,SE,FT,Data_Engineer,72000,CO,100,CO,M
2023,MI,FT,Data_Analyst,72400,GB,0,GB,M
2023,MI,FT,Data_Scientist,78125,LV,0,LV,M
2023,SE,FT,Data_Analyst,72250,US,100,US,M
2023,SE,FT,Data_Quality_Analyst,72200,US,0,US,M
2023,MI,FT,Data_Engineer,72000,US,0,US,M
2023,MI,FT,Machine_Learning_Engineer,72000,VN,100,VN,M
2023,EN,FT,Research_Analyst,72000,US,100,US,M
2023,SE,FT,Data_Specialist,72000,US,0,US,M
2023,SE,FT,Data_Engineer,72000,BR,100,BR,M
2023,SE,FT,Data_Engineer,77737,ES,100,ES,M
2023,SE,FT,Data_Engineer,77737,DE,50,DE,L
2023,SE,FT,Data_Engineer,72000,US,100,US,M
2023,EX,FT,Data_Manager,72000,MX,100,MX,S
2023,MI,FT,Data_Engineer,72000,CO,100,CO,M
2023,SE,FT,Data_Analyst,72000,US,100,US,M
2023,SE,FT,Data_Engineer,72000,AR,100,AR,M
2023,SE,FT,Data_Analyst,72000,US,100,US,M
2023,SE,FT,Data_Strategist,72000,CA,0,CA,M
2023,SE,FT,Head_of_Data,75577,PT,100,PT,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Data_Analytics_Specialist,85000,US,0,US,M
2023,MI,FT,Data_Engineer,104584,GB,0,GB,M
2023,EN,FT,Data_Analyst,85000,US,100,US,M
2023,SE,FT,Data_Analyst,85000,US,100,US,M
2023,SE,FT,Data_Analyst,85000,US,0,US,M
2023,EN,FT,Data_Analyst,85000,US,100,US,M
2023,MI,FT,Research_Scientist,85000,US,0,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,SE,FT,Data_Engineer,85000,US,100,US,M
2023,SE,FT,Data_Analyst,84870,US,0,US,M
2023,SE,FT,Data_Analyst,84870,US,0,US,M
2023,SE,FT,Data_Analyst,84870,US,0,US,M
2023,SE,FT,Data_Analyst,84870,US,0,US,M
2023,SE,FT,Data_Engineer,84800,US,0,US,M
2023,SE,FT,Data_Engineer,84800,US,0,US,M
2023,SE,FT,Data_Science,84750,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,0,US,M
2023,EN,FT,Data_Analyst,85000,US,100,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,EN,FT,Data_Engineer,85000,US,0,US,M
2023,SE,FT,Principal_Data_Engineer,91773,ES,100,ES,M
2023,MI,FT,Data_Engineer,104584,GB,100,GB,M
2023,SE,FT,Data_Engineer,85000,US,100,US,M
2023,SE,FT,Data_Analyst,85000,US,100,US,M
2023,SE,FT,Data_Specialist,85000,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,100,US,M
2023,SE,FT,Data_Scientist,85000,US,100,US,M
2023,SE,FT,Data_Scientist,85000,US,100,US,M
2023,MI,FT,Data_Scientist,85000,US,0,US,M
2023,SE,FT,Data_Architect,104584,GB,0,GB,M
2023,SE,FT,Data_Engineer,85000,US,0,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,EN,FT,Data_Engineer,85000,US,0,US,M
2023,EN,FT,Data_Analyst,85000,US,100,US,M
2023,EN,FT,Data_Engineer,85000,US,0,US,M
2023,EN,FT,Data_Engineer,85000,US,0,US,M
2023,SE,FT,Business_Intelligence_Analyst,84750,US,0,US,M
2023,SE,FT,Data_Science_Lead,84700,US,0,US,M
2023,SE,FT,Business_Intelligence_Engineer,84600,US,100,US,M
2023,MI,FT,Research_Scientist,104055,GB,0,GB,M
2023,MI,FT,Data_Analyst,83500,US,100,US,M
2023,SE,FT,Data_Analyst,102586,GB,0,GB,M
2023,MI,FT,Business_Intelligence_Analyst,83339,US,100,US,M
2023,EN,FT,Data_Analyst,83300,US,0,US,M
2023,SE,FT,Machine_Learning_Engineer,102492,GB,0,GB,M
2023,SE,FT,Data_Engineer,102492,GB,0,GB,M
2023,MI,FT,Data_Scientist,61699,CA,100,CA,L
2023,SE,FT,Data_Scientist,83270,US,100,US,M
2023,EN,CT,Product_Data_Analyst,83200,US,50,US,S
2023,EN,FT,Data_Analyst,83000,US,0,US,M
2023,EN,FT,Data_Analyst,83000,US,0,US,M
2023,MI,FT,Data_Analyst,83000,US,100,US,M
2023,SE,FT,Research_Analyst,83000,US,100,US,M
2023,SE,FT,Data_Analyst,83000,US,100,US,M
2023,SE,FT,Analytics_Engineer,82920,US,100,US,M
2023,MI,FT,Data_Scientist,82920,US,100,US,M
2023,SE,FT,Data_Engineer,82900,IN,0,IN,M
2023,MI,FT,Data_Engineer,83500,US,0,US,M
2023,EN,FT,BI_Data_Analyst,85000,CA,100,US,M
2023,SE,FT,Data_Analyst,83700,US,100,US,M
2023,SE,FT,AI_Engineer,83900,US,0,US,M
2023,SE,FT,Data_Analyst,84400,US,0,US,M
2023,SE,FT,Data_Analytics_Lead,84000,US,0,US,M
2023,MI,FT,Machine_Learning_Engineer,84000,VN,100,VN,M
2023,SE,FT,Data_Engineer,84000,US,100,US,M
2023,MI,FT,Analytics_Engineer,84000,US,100,US,M
2023,SE,FT,Data_Engineer,84000,US,100,US,M
2023,EN,FT,Analytics_Engineer,84000,US,0,US,M
2023,SE,FT,Analytics_Engineer,84000,US,0,US,M
2023,SE,FT,Data_Analyst,84000,CO,100,CO,M
2023,SE,FT,Data_Scientist,84000,US,100,US,M
2023,SE,FT,Data_Scientist,84000,US,100,US,M
2023,SE,FT,Data_Engineer,90599,DE,100,DE,M
2023,SE,FT,Data_Science_Practitioner,83900,US,0,US,M
2023,MI,FT,Data_Engineer,83900,US,0,US,M
2023,SE,FT,Data_Visualization_Specialist,83900,US,0,US,M
2023,SE,FT,Data_Visualization_Engineer,83900,US,0,US,M
2023,SE,FT,Data_Science_Practitioner,83900,US,0,US,M
2023,SE,FT,AI_Engineer,83900,US,0,US,M
2023,EN,FT,Data_Visualization_Specialist,82800,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,100,US,M
2023,EN,FT,Data_Integration_Specialist,85000,CA,0,CA,M
2023,SE,FT,Data_Analyst,86466,US,100,US,M
2023,MI,FT,Data_Analyst,86400,US,0,US,M
2023,SE,FT,Data_Engineer,86250,US,0,US,M
2023,MI,FT,BI_Analyst,86100,US,0,US,M
2023,MI,FT,Data_Engineer,86000,US,100,US,M
2023,SE,FT,Data_Science,86000,US,0,US,M
2023,MI,FT,Data_Scientist,86000,US,0,US,M
2023,EN,FT,Data_Analyst,86500,US,0,US,L
2023,EN,FT,Data_Analyst,86000,US,0,US,M
2023,EN,FT,Data_Analyst,86000,US,0,US,M
2023,SE,FT,Data_Strategist,86000,US,0,US,M
2023,SE,FT,Data_Strategist,86000,US,0,US,M
2023,SE,FT,Data_Strategist,86000,US,0,US,M
2023,SE,FT,Data_Manager,86000,US,100,US,M
2023,MI,FT,Data_Engineer,85800,US,0,US,M
2023,SE,FT,Data_Analyst,85700,US,0,US,M
2023,SE,FT,Data_Strategist,86000,US,0,US,M
2023,SE,FT,AI_Engineer,86500,US,0,US,M
2023,MI,FT,Data_Scientist,86600,US,100,US,M
2023,SE,FT,Data_Analyst,86600,US,100,US,M
2023,MI,FT,Data_Analyst,87500,US,100,US,M
2023,MI,FT,Data_Analyst,87500,US,100,US,M
2023,MI,FT,Data_Specialist,87500,US,100,US,M
2023,MI,FT,Business_Intelligence_Analyst,87500,US,100,US,M
2023,MI,FT,Data_Specialist,87500,US,100,US,M
2023,SE,FT,Data_Analyst,87500,US,0,US,M
2023,SE,FT,Research_Analyst,87400,US,0,US,M
2023,MI,FT,Data_Scientist,87300,US,100,US,M
2023,SE,FT,BI_Analyst,87200,US,100,US,M
2023,SE,FT,Data_Engineer,87000,CA,0,CA,M
2023,SE,FT,Analytics_Engineer,87000,US,0,US,M
2023,SE,FT,Data_Analyst,87000,US,100,US,M
2023,MI,FT,Machine_Learning_Engineer,87000,US,0,US,M
2023,SE,FT,Machine_Learning_Engineer,392000,US,0,US,M
2023,SE,FT,Data_Specialist,86900,US,0,US,M
2023,SE,FT,Data_Analyst,86720,US,100,US,M
2023,SE,FT,Data_Scientist,86700,US,0,US,L
2023,SE,FT,Data_Analyst,85700,US,0,US,M
2023,SE,FT,Data_Analyst,85700,US,0,US,M
2023,SE,FT,Data_Analyst,85700,US,0,US,M
2023,SE,FT,Data_Analyst,85700,US,0,US,M
2023,SE,FT,Data_Engineer,85000,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,100,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,MI,FT,Data_Engineer,85000,US,0,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,EN,FT,Data_Engineer,85000,US,100,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,0,US,M
2023,MI,FT,ML_Engineer,85000,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,0,US,M
2023,MI,FT,ML_Engineer,85000,US,100,US,M
2023,SE,FT,Data_Architect,104584,GB,0,GB,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,SE,FT,Data_Analyst,85000,US,0,US,M
2023,MI,FT,Data_Strategist,85000,US,0,US,M
2023,EN,FT,Data_Integration_Specialist,85000,CA,0,CA,M
2023,SE,FT,Data_Analyst,85000,US,100,US,M
2023,MI,FT,Data_Product_Owner,104584,GB,0,GB,M
2023,MI,FT,Data_Analytics_Lead,104584,GB,0,GB,M
2023,EN,FT,Data_Scientist,85000,US,0,US,M
2023,MI,FT,Data_Analyst,85000,US,100,US,M
2023,EN,FT,Data_Manager,85600,US,0,US,M
2023,EN,FT,BI_Developer,85600,US,0,US,M
2023,EN,FT,Data_Scientist,85600,US,0,US,M
2023,SE,FT,Analytics_Engineer,85500,US,0,US,M
2023,SE,FT,Data_Developer,85500,US,0,US,M
2023,SE,FT,Data_Analyst,85500,US,0,US,M
2023,SE,FT,Data_Analyst,85500,US,0,US,M
2023,SE,FT,Data_Analyst,85500,US,0,US,M
2023,MI,FT,Research_Engineer,85445,US,0,US,M
2023,MI,FT,Research_Engineer,85445,US,0,US,M
2023,MI,FT,Data_Engineer,85300,CA,0,CA,M
2023,EN,FT,Data_Analyst,85256,US,0,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,MI,FT,Data_Specialist,85000,US,0,US,M
2023,MI,FT,Data_Analyst,85000,US,0,US,M
2023,EN,FT,Business_Intelligence_Analyst,85000,US,0,US,M
2023,EN,FT,Data_Analyst,85000,US,100,US,M
2023,SE,FT,Data_Engineer,82673,US,100,US,M
2023,SE,FT,Data_Analyst,82500,US,0,US,M
2023,SE,FT,Data_Engineer,82500,CA,0,CA,M
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Architect,80000,US,0,US,M
2023,EN,FT,Data_Engineer,80000,US,0,US,M
2023,EN,FT,Data_Engineer,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Data_Engineer,80000,US,100,US,M
2023,EN,FT,Data_Engineer,80000,US,0,US,M
2023,SE,FT,Data_Engineer,86374,DE,100,SE,L
2023,EN,FT,Data_Engineer,80000,US,0,US,M
2023,EN,FT,Data_Engineer,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,0,US,M
2023,EN,FT,Data_Analyst,80000,US,100,US,M
2023,MI,FT,Data_Analyst,98432,GB,0,GB,M
2023,SE,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Engineer,98432,GB,100,GB,M
2023,EX,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Lead,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,100,US,M
2023,EX,FT,Data_Manager,80000,US,0,US,M
2023,EX,FT,Data_Manager,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,0,US,M
2023,EX,FT,Data_Manager,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Data_Engineer,98432,GB,0,GB,M
2023,SE,FT,Data_Analyst,80000,US,100,US,M
2023,MI,FT,Data_Manager,80000,US,0,US,M
2023,SE,FT,Data_Manager,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,100,US,M
2023,MI,FT,Data_Scientist,98432,GB,0,GB,M
2023,MI,FT,Data_Analyst,80000,US,100,US,M
2023,EX,FT,Data_Engineer,98432,GB,0,GB,M
2023,SE,FT,BI_Developer,98432,GB,0,GB,M
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Analytics_Engineer,80000,CA,100,CA,M
2023,SE,FT,Data_Engineer,80000,AR,100,AR,M
2023,SE,FT,Principal_Data_Scientist,86374,ES,100,ES,L
2023,SE,FT,Business_Intelligence_Analyst,79700,US,0,US,M
2023,MI,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,MI,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,MI,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,SE,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Machine_Learning_Engineer,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,MI,FT,Applied_Data_Scientist,80000,KE,100,KE,S
2023,SE,FT,Data_Quality_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Quality_Analyst,80000,US,0,US,M
2023,MI,FT,Data_Specialist,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Data_Analyst,80000,US,100,US,M
2023,EN,FT,AI_Developer,80000,SE,50,SE,M
2023,MI,FT,Data_Analyst,98432,GB,0,GB,M
2023,SE,FT,Research_Engineer,86374,DE,100,DE,S
2023,SE,FT,Data_Engineer,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,100,US,S
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Analyst,80000,US,0,US,M
2023,MI,FT,Machine_Learning_Engineer,98432,GB,0,GB,M
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,0,US,M
2023,MI,FT,Data_Engineer,80000,ES,100,ES,M
2023,EN,FT,Data_Analyst,80000,US,0,US,M
2023,MI,FT,Research_Analyst,80000,US,0,US,M
2023,SE,FT,Business_Intelligence_Analyst,80000,US,0,US,M
2023,SE,FT,Data_Engineer,81800,US,0,US,M
2023,SE,FT,Data_Architect,81800,US,0,US,M
2023,SE,FT,Data_Engineer,81800,US,0,US,M
2023,SE,FT,Data_Architect,81800,US,0,US,M
2023,SE,FT,Data_Analyst,81800,US,0,US,M
2023,SE,FT,Data_Analyst,81800,GB,0,GB,M
2023,SE,FT,Data_Analyst,81666,US,100,US,M
2023,SE,FT,Data_Analyst,81666,US,100,US,M
2023,SE,FT,Data_Analyst,81666,US,100,US,M
2023,SE,FT,Data_Analyst,81666,US,100,US,M
2023,SE,FT,Data_Scientist,81536,US,100,US,M
2023,SE,FT,Data_Scientist,81500,US,0,US,M
2023,SE,FT,Data_Scientist,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,SE,FT,Data_Scientist,81500,US,0,US,M
2023,SE,FT,Data_Scientist,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,MI,FT,Data_Engineer,81800,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,MI,FT,Data_Specialist,81800,US,0,US,M
2023,SE,FT,Data_Analyst,81900,US,100,US,M
2023,MI,FT,Data_Engineer,82500,CA,0,CA,M
2023,SE,FT,Data_Analyst,82500,US,100,US,M
2023,SE,FT,Data_Manager,82500,US,100,US,M
2023,MI,FT,Research_Scientist,405000,US,0,US,L
2023,MI,FT,Data_Engineer,82452,US,0,US,L
2023,EN,FT,Data_Analyst,82400,US,100,US,M
2023,SE,FT,Data_Engineer,82365,US,100,US,M
2023,SE,FT,Data_Scientist,82365,US,0,US,M
2023,SE,FT,Data_Scientist,82365,US,0,US,M
2023,SE,FT,Data_Scientist,82365,US,0,US,M
2023,SE,FT,Data_Analyst,82200,US,100,US,M
2023,SE,FT,Data_Analyst,82000,US,0,US,M
2023,SE,FT,Data_Operations_Analyst,82000,US,0,US,M
2023,SE,FT,Data_Quality_Analyst,82000,US,0,US,M
2023,MI,FT,Data_Engineer,82000,US,0,US,M
2023,SE,FT,Data_Quality_Analyst,82000,US,0,US,M
2023,SE,FT,Data_Analyst,81900,US,0,US,M
2023,SE,FT,Data_Analyst,81900,US,0,US,M
2023,SE,FT,Business_Intelligence_Engineer,79600,US,0,US,L
2023,MI,FT,BI_Developer,81500,US,0,US,M
2023,MI,FT,BI_Developer,81500,US,0,US,M
2023,EN,FT,Research_Analyst,80000,US,0,US,M
2023,MI,FT,Data_Science,80000,US,0,US,M
2023,SE,FT,Research_Engineer,80000,US,0,US,M
2023,MI,FT,Research_Engineer,80000,US,0,US,M
2023,MI,FT,BI_Developer,80000,US,100,US,M
2023,EN,FT,Data_Scientist,80000,US,0,US,M
2023,EN,FT,Business_Intelligence_Analyst,80000,US,0,US,M
2023,EN,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Data_Analyst,80000,PL,100,PL,M
2023,MI,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Business_Intelligence_Analyst,80000,US,100,US,M
2023,MI,FT,Data_Specialist,80000,US,0,US,M
2023,MI,FT,Data_Analyst,80000,US,100,US,M
2023,SE,FT,Data_Scientist,80000,US,100,US,M
2023,SE,FT,Analytics_Engineer,80000,US,100,US,M
2023,EN,FT,Data_Analyst,80000,US,0,US,M
2023,SE,FT,Machine_Learning_Engineer,80000,US,0,US,M
2023,MI,FT,Data_Engineer,80420,US,0,US,M
2023,EN,FT,Data_Analyst,81500,US,100,US,M
2023,MI,FT,Business_Intelligence_Analyst,80505,CA,0,CA,M
2023,EN,FT,Data_Analyst,80800,US,0,US,M
2023,MI,FT,BI_Developer,81500,US,0,US,M
2023,MI,FT,BI_Developer,81500,US,0,US,M
2023,MI,FT,Data_Engineer,81500,US,0,US,M
2023,MI,FT,Data_Engineer,81500,US,0,US,M
2023,MI,FT,Data_Engineer,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,100,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,SE,FT,Data_Engineer,81500,US,0,US,M
2023,EN,FT,Research_Analyst,81400,US,100,US,M
2023,SE,FT,Data_Engineer,81000,US,0,US,L
2023,SE,FT,Deep_Learning_Engineer,303387,CA,100,CA,M
2023,SE,FT,Data_Analyst,80850,US,0,US,M
2023,EN,FT,Data_Analyst,80800,US,0,US,M
2023,MI,FT,Business_Intelligence_Analyst,80750,CA,0,CA,M
2023,MI,FT,Data_Analyst,87500,US,100,US,M
2023,SE,FT,Machine_Learning_Infrastructure_Engineer,75577,FR,100,FR,M
2023,MI,FT,Research_Scientist,70000,US,0,US,M
2023,EN,FT,Data_Integration_Specialist,46400,US,100,US,M
2023,SE,FT,Data_Analyst,46200,US,0,US,M
2023,MI,FT,Lead_Data_Analyst,18241,IN,50,IN,L
2023,SE,FT,AI_Scientist,417937,IL,0,IL,L
2023,MI,FT,Data_Product_Owner,55926,GB,0,GB,M
2023,MI,FT,Business_Intelligence_Developer,55368,GB,0,GB,M
2023,MI,FT,Data_Scientist,55368,GB,0,GB,M
2023,EN,FT,Data_Integration_Specialist,46400,US,100,US,M
2023,MI,FT,Insight_Analyst,55368,GB,0,GB,M
2023,SE,FT,Data_Scientist,48585,ES,0,ES,M
2023,MI,FT,Data_Analyst,55368,GB,0,GB,M
2023,MI,FT,Data_Scientist,55368,GB,0,GB,M
2023,SE,FT,Data_Scientist,48585,ES,0,ES,M
2023,MI,FT,Data_Engineer,55368,GB,0,GB,M
2023,MI,FT,Data_Analyst,55368,GB,100,GB,M
2023,MI,FT,Data_Analyst,48585,PT,100,PT,M
